2,0.002,0.006,0.1,0.1,0.7,0.7,0,0,0,0,0,922348.435918367,1.4187820486507785E8,3.582971079595124E10,14,19,18,22,33,40,59,96
3,0.002,0.005,0.1,0.1,0.7,0.7,0,0,0,0,0,922566.745918367,1.1846056158701193E8,3.58616425292293E10,7,9,14,16,18,26,44,34
4,0.002,0.005,0.1,0.1,0.7,0.7,3,0,0,0.1,0,922772.480918367,1.0745525941885047E8,3.588067149639746E10,12,5,11,14,28,20,25,16
5,0.002,0.005,0.1,0.1,0.8,0.7,19,-0.025,0,0,0.1,922858.2659183671,1.0600874971346426E8,3.588546362110285E10,10,8,7,5,32,16,24,23
6,0.001,0.005,0.1,0.1,0.8,0.8,18,-0.025,0,0,0,922878.0009183672,1.1135300151929404E8,3.588088903429703E10,11,9,1,9,35,11,15,26
7,0.001,0.004,0.1,0.1,0.8,0.8,1,0,0,0,0.1,922923.5209183672,9.51387919392291E7,3.589887852387708E10,9,2,5,4,29,15,17,7
8,0.001,0.004,0.08292682926829269,0.1,0.8,0.8,1,0,0,0,0.1,923004.0959183673,8.47000646751603E7,-8000000000000000,13,1,0,0,34,6,11,9
9,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923082.3109183672,7.249903795201018E7,3.592771108786431E10,10,2,3,1,28,9,12,9
10,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923133.1659183672,6.526822708456825E7,3.593692524373175E10,6,1,4,1,26,7,6,8
11,0.001,0.003,0.1,0.1,0.7,0.8,0,0,0,0,0,923164.7559183673,5.4558987493998155E7,3.594886649332233E10,9,3,1,7,18,10,8,18
0,0.003,0.008,0.15,0.15,0.5,0.5,29,-0.025,-0.025,0,0.2,922355.7809183671,1.582423477375353E8,3.581363310807878E10,22,26,32,28,48,53,96,123
1,0.003,0.007,0.125,0.125,0.5,0.7,1,0,0,0,0.1,922074.0059183672,1.5807247490371007E8,3.580281375591261E10,18,15,28,26,49,50,77,93
2,0.002,0.006,0.125,0.125,0.5,0.8,33,-0.025,-0.025,0.2,0,922353.245918367,1.447722929427028E8,3.582700429787361E10,18,6,10,11,41,39,37,43
3,0.002,0.005,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922589.3809183671,1.3091151739908913E8,3.585007433841724E10,22,11,9,11,40,26,49,43
4,0.002,0.005,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922770.9109183671,1.0903260903517377E8,3.587903291678114E10,15,4,7,6,23,25,20,31
5,0.002,0.004,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922935.1809183671,1.0244353258930472E8,3.589202852322701E10,13,5,8,4,27,18,22,14
6,0.001,0.004,0.1,0.1,0.7,0.8,1,0,0,0,0.1,922972.7409183672,9.128387088838765E7,3.590465302492793E10,14,3,4,2,26,12,12,6
7,0.001,0.004,0.1,0.1,0.7,0.8,21,-0.025,0,0.1,0,923005.5609183672,8.677407686021273E7,3.591044279895611E10,12,4,6,2,32,14,8,8
8,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923050.7259183673,7.817049504135767E7,3.592080781577496E10,6,5,5,1,28,9,16,11
